Posting Date,Removal Date,Location ,If postponed? ,Storage (# of bins),Tonnage,Needles,Tent Count,Construction Posting,Comments 
Obstruction ,11/9/2022,Cal Anderson,No,0,50,0,1-tent,N/A,Kareem completed obstruction 
Obstruction ,11/9/2022,Broadway Hill Park,No,0,50,0,1-tent,N/A,Kareem completed obstruction 
Obstruction ,11/9/2022,3rd & James,No,0,100,0,4-bedroll,N/A,Kwame completed obstruction
Obstruction ,11/9/2022,Occidental Park,No,0,50,0,3-bedrolls ,N/A,Kwame completed obstruction
Obstruction ,11/10/2022,Cowen Park ,No,0,200,0,2-tents ,N/A,James Completed Obstruction
Obstruction ,11/10/2022,Navigation Stairs Vicinity ,No,0,"1,500",20,"3-tents, 1-structure ",N/A,Kareem Completed Obstruction
Obstruction ,11/10/2022,Jose Rizal ,No,0,200,0,2-tents ,N/A,Kwame completed obstruction 
11/8/2022,11/10/2022,26th Ave S and S Plum St (RVM),No,0,200,0,"5-Tents, 1-RV",N/A,Kareem completed removal 
11/8/2022,11/10/2022,4th & Washington ,No,0,500,0,1-structure,N/A,Kwame completed removal 
Obstruction ,11/14/2022,Ocidental Park ,No,0,200,0,"2-tent, 2-bedrolls ",N/A,Kareem completed obstruction
Obstruction ,11/14/2022,Cal Anderson ,No,0,50,0,1-structure,N/A,Kareem completed obstruction
Obstruction ,11/14/2022,3rd Ave & Cherry ,No,0,300,0,"2-tents, 8-bedrolls ",N/A,Kareem completed obstruction
Obstruction ,11/14/2022,4th & Washington ,No,1,0,0,1-tent,N/A,Kareem completed obstruction
Obstruction ,11/14/2022,Univeristy Playground,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction
Obstruction ,11/14/2022,Lake City CC,No,0,50,0,"1-tent, 1-bedroll ",N/A,James completed obstruction
Obstruction ,11/14/2022,Ballard Library ,No,0,40,0,"2-tents, 1-bedroll ",N/A,James completed obstruction
Obstruction ,11/14/2022,Green Lake ,No,0,300,0,2-tents,N/A,James completed obstruction
11/10/2022,11/15/2022,Occidental Ave S & S Forrest St (RVM),No,0,"3,200Ibs ",5,"1-tent, 1-structure, 2-RV's ",N/A,James completed removal with Shep (SPU)
Obstruction ,11/15/2022,Jackson Golf,No,0,150,0,1-tent,N/A,James completed obstruction
Obstruction ,11/15/2022,Ballard Commons,No,0,150,0,1-tent,N/A,James completed obstruction
Obstruction ,11/16/2022,Ballard Library ,No,0,251,0,"3-tents, 1-bedroll",N/A,Kareem completed obstruction
Obstruction ,11/16/2022,Froula Park ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,11/16/2022,Gerber Park ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,11/16/2022,12th & Lane ,No,1,100,0,4-tents,N/A,Kareem completed obstruction
Obstruction ,11/16/2022,Nav Stairs ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,11/16/2022,3rd & James ,No,0,100,0,"2-tents, 3-bedrolls ",N/A,Kareem completed obstruction
Obstruction ,11/16/2022,6th & Cherry ,No,0,0,0,1-tent,N/A,Kareem completed obstruction
Obstruction ,11/16/2022,Occidental Park ,No,0,30,0,"2-tents, 2-bedrolls",N/A,Kareem completed obstruction
Obstruction ,11/17/2022,Ballard Library ,No,0,25,0,3-tents ,N/A,James completed obstruction
Obstruction ,11/17/2022,Jackson Golf ,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction
Obstruction ,11/17/2022,Albert Davis ,No,0,50,0,1-bedroll,N/A,James completed obstruction
Obstruction ,11/17/2022,Lake City CC,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction
Obstruction ,11/17/2022,Virgil Flaim Park ,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction
Obstruction ,11/17/2022,Homewood Natural Area,No,0,50,0,1-tent ,N/A,James completed obstruction
Obstruction ,11/17/2022,Pinehurst Playground ,No,0,100,0,1-tent,N/A,James completed obstruction
Obstruction ,11/17/2022,Roatary View Point,No,1,50,0,1-tent,N/A,Kwame completed obstruction
Obstruction ,11/17/2022,Westcrest ,No,0,N/A,N/A,self-resolved- 1-RV,N/A,Kwame completed obstruction
Obstruction ,11/17/2022,Roxhill Park ,No,0,N/A,N/A,self-resolved- 3-RV,N/A,Kwame completed obstruction
Obstruction ,11/17/2022,3rd & Cherry ,No,0,50,0,3-bed-rolls ,N/A,Kwame completed obstruction
Obstruction ,11/17/2022,6th & Cherry ,No,0,20,0,1-tent,N/A,Kwame completed obstruction
Obstruction ,11/18/2022,Hommer Harris Park ,No,0,200,3,1-tent,N/A,Kareem completed obstruction
Obstruction ,11/18/2022,Navigation Stairwell ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,11/18/2022,S Poplar St & S Dean St ,No,1,400,20,"2-tents, 1-struc",N/A,Kareem completed obstruction
Obstruction ,11/18/2022,10th Ave S & S Lane St,No,0,300,20,2-tents,N/A,Kareem completed obstruction
Obstruction ,11/18/2022,Occidental Park ,No,0,200,0,"1-tent, 3-bedroll ",N/A,Kareem completed obstruction
Obstruction ,11/18/2022,3rd & Cherry ,No,0,200,0,"2-tents, 1-bedroll ",N/A,Kareem completed obstruction
Obstruction ,11/18/2022,6th & Cherry ,No,0,25,0,1-tent,N/A,Kareem completed obstruction
Obstruction ,11/18/2022,University Playground ,No,0,300,0,1-tent,N/A,James completed obstruction 
Obstruction ,11/18/2022,Ballard Commons ,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction 
Obstruction ,11/18/2022,Albert Davis Park ,No,1,20,8,1-tent ,N/A,James completed obstruction 
Obstruction ,11/21/2022,Ballard Library,No,0,25,0,"1-tent, 2-bedrolls ",N/A,Kareem completed obstruction
Obstruction ,11/21/2022,Ballard Commons ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,11/21/2022,Jackson Golf ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,11/21/2022,University Playfield ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,11/21/2022,Albert Davis ,No,0,50,N/A,1-bedroll ,N/A,Kareem completed obstruction
Obstruction ,11/21/2022,Lake City CC ,No,0,0,0,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,11/21/2022,Homewood Natural Area ,No,0,0,0,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,11/21/2022,3rd & James,No,0,50,0,"2-tents, 1-bedroll ",N/A,Kwame completed obstruction
Obstruction ,11/21/2022,6th & Cherry,No,0,0,0,1-tent. 1-bedroll ,N/A,Kwame completed obstruction
Obstruction ,11/21/2022,Occidental Park,No,0,100,0,"1-tent, 1-bedroll ",N/A,Kwame completed obstruction
Obstruction ,11/22/2022,12th & Dearborn,No,0,850,0,1-tent ,N/A,Kwame completed obstruction
Obstruction ,11/22/2022,25th & McClellan St,No,2,"4,180",0,3-tents,N/A,Kwame completed obstruction
Obstruction ,11/22/2022,Ballard Library,No,0,50,0,1-tent. 3-bedrolls ,N/A,Kareem completed obstruction
Obstruction ,11/22/2022,Cal Anderson,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,11/22/2022,Occidental Park,No,0,20,0,2-bedrolls,N/A,Kareem completed obstruction
Obstruction ,11/22/2022,3rd & James,No,0,20,0,"1-tent,  2-bedrolls ",N/A,Kareem completed obstruction
Obstruction ,11/22/2022,6th & Cherry,No,0,30,0,1-tent,N/A,Kareem completed obstruction
Obstruction ,11/22/2022,26th Ave S ,No,1,100,1,1-tent ,N/A,Kwame completed obstruction/ Owner not present according to FC. 
Obstruction ,11/22/2022,S Winthrop St,No,2,75,0,1-tent ,N/A,Kwame completed obstruction/ Owner not present according to FC. 
Obstruction ,11/28/2022,Lake City urban Hub Village ,No,0,50,0,1-tent,N/A,James completed obstruction 
Obstruction ,11/28/2022,Albert Davis Park ,No,0,50,0,0,N/A,James completed obstruction 
Obstruction ,11/28/2022,Lake City CC,No,0,50,0,1-bedroll,N/A,James completed obstruction 
Obstruction ,11/28/2022,Virgil Flaim Park ,No,0,25,0,0,N/A,James completed obstruction 
Obstruction ,11/28/2022,Homewood Natural Area,No,0,50,0,0,N/A,James completed obstruction 
Obstruction ,11/28/2022,Pinehurst Playground ,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction 
Obstruction ,11/28/2022,Jackson Park ,No,0,0,0,1-tent,N/A,James completed obstruction 
Obstruction ,11/28/2022,Carkeek Park ,No,0,100,0,1,N/A,James completed obstruction 
Obstruction ,11/28/2022,Free Way Park (Hubble Pl & Seneca St),No,1,320,0,3-tents,N/A,Kareem completed obstruction 
Obstruction ,11/28/2022,3rd & James ,No,0,350,10,6-tents ,N/A,Kareem completed obstruction 
Obstruction ,11/28/2022,Occidental Park ,No,0,60,0,1-tent ,N/A,Kareem completed obstruction 
Obstruction ,11/29/2022,Denny Way & Broad St ,No,0,200,0,1-tent ,N/A,Kareem completed obstruction 
Obstruction ,11/29/2022,McGraw Square ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction 
Obstruction ,11/29/2022,12th & Dearborn ,No,0,200,8,0,N/A,Kareem completed obstruction 
Obstruction ,11/29/2022,Navigation Stairs ,No,0,900,6,1-tent ,N/A,Kareem completed obstruction 
Obstruction ,11/29/2022,Rotary Viewpoint ,No,0,25,0,1-tent ,N/A,Kwame completed obstruction 
Obstruction ,11/29/2022,Roxhill Park ,No,0,25,0,self-resolved ,N/A,Kwame completed obstruction 
Obstruction ,11/29/2022,Westcrest Park ,No,0,25,0,self-resolved ,N/A,Kwame completed obstruction 
Obstruction ,11/29/2022,Occidental Park ,No,0,50,0,2-bedrolls ,N/A,Kwame completed obstruction 
Obstruction ,11/29/2022,6th Ave & Cherry St,No,0,50,0,1-tent ,N/A,Kwame completed obstruction 
Obstruction ,11/30/2022,120 MLK Jr Way S,No,0,0,0,1-RV,N/A,Kwame completed obstruction 
Obstruction ,11/30/2022,MLK Jr. Memorial Park ,No,0,25,0,1-tent ,N/A,Kwame completed obstruction 
Obstruction ,11/30/2022,Amy Yee Tennis Center ,No,0,50,0,self-resolved ,N/A,Kwame completed obstruction 
Obstruction ,11/30/2022,Daejeon Park ,No,0,50,0,self-resolved ,N/A,Kwame completed obstruction 
Obstruction ,11/30/2022,Navigation Stairwell ,No,0,250,0,self-resolved ,N/A,Kwame completed obstruction 
Obstruction ,11/30/2022,Occidental Park ,No,0,50,0,2-bedrolls ,N/A,Kwame completed obstruction 
Obstruction ,11/30/2022,3rd Ave & James St,No,0,100,0,"2-tents, 1-bedroll ",N/A,Kwame completed obstruction 
Obstruction ,11/30/2022,6th Ave & Cherry St ,No,0,25,0,1-tent ,N/A,Kwame completed obstruction 
11/30/2022,12/2/2022,Jackson Golf Trail ,No,0,"9,500",75,"3-Tents, 3-Structures ",N/A,Kwame completed obstruction 
11/30/2022,12/3/2022,Jackson Golf Trail ,No,0,"3,440",26,4-Tents,N/A,James completed removal 
12/2/2022,12/5/2022,Ewing Park ,No,0,"1,800",24,"7-Tents, 1-Structure ",N/A,James completed removal 
Obstruction ,12/5/2022,Ballard Library ,No,0,50,2,"1-tent, 2-bedrolls ",N/A,James completed obstruction 
12/5/2022,12/6/2022,Ewing Park  (2nd day),No,0,"2,400",50,3-Tents,N/A,James completed removal 
Obstruction ,12/6/2022,Jackson Golf ,No,0,150,25,self-resolved ,N/A,James completed obstruction 
12/2/2022,12/6/2022,4100-4500 Beacon Ave S ,No,0,"2,800",0,"1-tent, 3-RV's",N/A,Kwame completed removal 
Obstruction ,12/6/2022,Pratt Park ,No,0,100,0,2-Tents,N/A,Kwame completed obstruction
Obstruction ,12/6/2022,Dr. Blanche Lavizzo Park ,No,0,200,0,1-tent ,N/A,Kwame completed obstruction
Obstruction ,12/6/2022,Occidental Park ,No,0,100,0,2-bedrolls ,N/A,Kwame completed obstruction
Obstruction ,12/6/2022,4th Ave S & S Washington St ,No,0,50,0,1-tents ,N/A,Kwame completed obstruction
Obstruction ,12/7/2022,Cayton Corner Park ,No,0,200,0,1-structure ,N/A,James completed obstruction 
12/5/2022,12/7/2022,NW 56th & 14th Ave NW ,No,0,"4,000",50,"5-tents, 1-structure",N/A,Kareem completed removal 
Obstruction ,12/7/2022,6th & Cherry,No,0,200,0,"2-Tents, 1-RV",N/A,Kwame completed obstruction
Obstruction ,12/7/2022,Occidental Park ,No,0,100,0,1-Bedroll,N/A,Kwame completed obstruction
Obstruction ,12/7/2022,3rd & James,No,0,500,0,"7-Tents, 4-Bedrolls",N/A,Kwame completed obstruction
Obstruction ,12/7/2022,Ballard Library ,No,0,25,0,1-bedroll,N/A,Kareem completed obstruction
Obstruction ,12/7/2022,Bergen Place ,No,0,25,0,1-bedroll,N/A,Kareem completed obstruction
Obstruction ,12/7/2022,Ballard Commons ,No,0,50,0,self-resolved,N/A,Kareem completed obstruction
Obstruction ,12/8/2022,Occidental Park ,No,0,25,0,2-bed-rolls,N/A,Kareem completed obstruction
Obstruction ,12/8/2022,3rd Ave & James St,No,0,100,0,1-tent,N/A,Kareem completed obstruction
Obstruction ,12/8/2022,6th Ave & Cherry St.,No,0,25,0,1-tent,N/A,Kareem completed obstruction
Obstruction ,12/8/2022,7th Ave & James St,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,12/8/2022,Pratt Park,No,0,25,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,12/8/2022,Dr. Blanche Lavizzo,No,0,25,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,12/8/2022,Cal Anderson Park ,No,0,25,0,1-tent,N/A,Kareem completed obstruction
Obstruction ,12/8/2022,Jackson Golf,No,0,0,0,self-resolved,N/A,James completed obstruction
Obstruction ,12/8/2022,Albert Davis Park ,No,0,0,0,self-resolved,N/A,James completed obstruction
Obstruction ,12/8/2022,Virgil Flaim ,No,0,0,0,self-resolved,N/A,James completed obstruction
Obstruction ,12/8/2022,Pinehurst ,No,0,50,0,2-bedrolls,N/A,James completed obstruction
Obstruction ,12/8/2022,Ballard Commens ,No,0,20,0,1-bedroll,N/A,James completed obstruction
Obstruction ,12/9/2022,Ballard Library ,No,0,0,0,"1-tent, 1-bedroll",N/A,Kwame completed obstruction
Obstruction ,12/9/2022,Occidental Park ,No,0,0,0,self-resolved,N/A,Kwame completed obstruction
Obstruction ,12/9/2022,3rd & James ,No,0,100,0,4-bedrolls,N/A,Kwame completed obstruction
12/9/2022,12/12/2022,Duwamish Head Greenbelt ,No,3,"5,880",15,"10-Tents, 1-Structure ",N/A,Kwame completed removal 
Obstruction ,12/13/2022,Ballard Library ,No,0,300,2,2-bed-rolls ,N/A,James completed obstruction
12/9/2022,12/13/2022,11th Ave NW & NW Ballard Way ,No,0,"7,400",100,"8-Tents, 2-Structures ",N/A,James completed removal
Obstruction ,12/13/2022,Poplar Pl S & S Dearborn St,No,2,100,3,"1-tent, 1-structure,1-bed-roll",N/A,Kwame completed obstruction 
Obstruction ,12/13/2022,Dearborn Ave S ,No,0,50,0,1-tent,N/A,"Kwame completed obstruction/ Note from Kwame: Owner was not onsite, property was discarded"
12/9/2022,12/13/2022,1st Ave N Roy St and Mercer St ,No,0,"3,064",65,10-Tents ,N/A,Kareem completed removal 
Obstruction ,12/14/2022,Dajeon Park ,No,0,75,10,1-Tent ,N/A,Kareem completed obstruction
Obstruction ,12/14/2022,Sturgus Park ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,12/14/2022,Navigation Stairs ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,12/14/2022,6th & Cherry ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,12/14/2022,Occidental Park ,No,0,N/A,N/A,self-resolved ,N/A,Kareem completed obstruction
Obstruction ,12/14/2022,Pioneer Square Park ,No,0,100,0,3-bedrolls ,N/A,Kareem completed obstruction
Obstruction ,12/14/2022,3rd & James ,No,0,50,0,1-tent ,N/A,Kareem completed obstruction
Obstruction ,12/14/2022,Homewood Natural Area ,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction
Obstruction ,12/14/2022,Pinehurst ,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction
Obstruction ,12/14/2022,Fremont Canal ,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction
Obstruction ,12/14/2022,Alice Ball Park ,No,0,40,0,1-Tent ,N/A,James completed obstruction
Obstruction ,12/14/2022,Albert Davis Park ,No,0,50,0,1-bedroll ,N/A,James completed obstruction
Obstruction ,12/14/2022,Lake City CC ,No,0,40,0,1-bedroll ,N/A,James completed obstruction
Obstruction ,12/15/2022,3rd Ave btwn marion and Columbia ,No,0,100,5,4-tents,N/A,Kwame completed obstruction 
Obstruction ,12/15/2022,Garfield Community Center ,No,0,N/a,N/a,N/A,N/A,Kareem Completed obstruction 
Obstruction ,12/15/2022,Post Alley ,No,0,N/a,N/a,N/A,N/A,Kareem Completed obstruction 
Obstruction ,12/15/2022,Dearborn & 10th ,No,0,100,20,1-tent ,N/A,Kareem Completed obstruction/voluntary compliance 
Obstruction ,12/15/2022,Judge Charles Stokes Park ,No,0,300,20,1-structure ,N/A,Kareem Completed obstruction 
Obstruction ,12/15/2022,Garfield Playfield ,No,0,N/A,N/A,N/A,N/A,Kareem Completed obstruction 
Obstruction ,12/15/2022,Seward Park ,No,1,50,0,1-tent ,N/A,Kareem Completed obstruction 
Obstruction ,12/15/2022,Eastlake Ave E & Denny Way ,No,0,50,0,1-tent,N/A,James completed obstruction 
Obstruction ,12/15/2022,Ballard Commons Park ,No,0,25,0,1-tent ,N/A,James completed obstruction 
Obstruction ,12/15/2022,Ballard Library ,No,0,N/A,N/A,N/A,N/A,James completed obstruction 
Obstruction ,12/15/2022,Jackson Golf ,No,0,N/A,N/A,N/A,N/A,James completed obstruction 
Obstruction ,12/15/2022,Albert Davis Park ,No,0,50,0,1-bedroll ,N/A,James completed obstruction 
Obstruction ,12/15/2022,Homewood Natural Area ,No,0,50,0,1-bedroll ,N/A,James completed obstruction 
Obstruction ,12/15/2022,Lake City CC ,No,0,N/A,N/A,N/A,N/A,James completed obstruction 
,12/16/2022,3963 S Sullivan St ,No,,,,,N/A,James completed obstruction 
Obstruction ,12/27/2022,Lincoln Park ,No,0,N/A,N/A,self-resolved ,N/A,Kareem Completed obstruction 
Obstruction ,12/27/2022,Pioneer Square ,No,0,200,0,"2-tents, 1-bedroll ",N/A,Kareem Completed obstruction 
Obstruction ,12/27/2022,Cascade Park ,No,0,150,10,2-tents ,N/A,Kareem Completed obstruction 
Obstruction ,12/27/2022,NE 60th St Park ,No,0,0,0,"1-tent, 2-lived in vehicles, 1-camper",N/A,Kareem Completed obstruction 
Obstruction ,12/27/2022,Thomas St & Pontius ,No,0,150,0,1-bedroll ,N/A,Kareem Completed obstruction 
Obstruction ,12/28/2022,3rd & James ,No,0,500,30,12-tents ,N/A,Kareem Completed obstruction 
Obstruction ,12/28/2022,Ballard Library ,No,0,200,20,2-bedroll,N/A,Kareem Completed obstruction 
Obstruction ,12/28/2022,Kite Hill Park ,No,0,N/A,N/A,self-resolved ,N/A,Kareem Completed obstruction 
Obstruction ,12/28/2022,Thomas St & Pontius ,No,0,100,0,1-bedroll,N/A,Kareem Completed obstruction 
Obstruction ,12/28/2022,6th & Cherry ,No,0,50,0,1-tent ,N/A,Kareem Completed obstruction 
Obstruction ,12/28/2022,Cascade Park ,No,0,N/A,N/A,self-resolved ,N/A,Kareem Completed obstruction 
Obstruction ,12/29/2022,Westcrest Park ,No,0,N/A,N/A,self-resolved ,N/A,Kareem Completed obstruction 
Obstruction ,12/29/2022,Dearborn & Carbin Pl S ,No,1,100,0,1-tent,N/A,Kareem Completed obstruction 
Obstruction ,12/29/2022,4th & Yesler ,No,0,100,N/A,self-resolved ,N/A,Kareem Completed obstruction 
Obstruction ,12/29/2022,Pioneer Square ,No,0,200,0,4-bedrolls ,N/A,Kareem Completed obstruction 
Obstruction ,12/29/2022,3rd & Cherry ,No,1,200,100,5-tents,N/A,James completed obstruction 
Obstruction ,12/29/2022,Ballard Library ,No,0,50,0,7-bedrolls,N/A,James completed obstruction 
Obstruction ,12/29/2022,Albert Davis Park ,No,0,25,0,2-tents,N/A,James completed obstruction 
Obstruction ,12/29/2022,Lake City CC,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction 
Obstruction ,12/29/2022,Virgile Flaim ,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction 
Obstruction ,12/29/2022,Pinehurst Playground ,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction 
Obstruction ,12/29/2022,Homewood Natural Area ,No,0,N/A,N/A,self-resolved ,N/A,James completed obstruction 
Obstruction ,12/29/2022,Thomas St Mini ,No,0,N/A,N/A,1-tent,N/A,1-tent-James notes: Individual had a large amount of property. James did not obstruct him and he advised him that he would be back first thing tomorrow morning 12/30/2022. 
Obstruction ,12/30/2022,Thomas St Mini Park ,No,0,500,0,1-tent ,N/A,James completed obstruction 
Obstruction ,12/30/2022,Kinnear Park ,No,0,250,0,1-tent,N/A,James completed obstruction 
Obstruction ,12/30/2022,Pioneer Square ,No,0,50,0,2-bedrolls ,N/A,James completed obstruction 
Obstruction ,12/30/2022,Ballard Library ,No,0,25,0,3-bedrolls ,N/A,James completed obstruction 
